name,state,acronym,short_name
Yeshiva Sholom Shachna,NY,YSS,YSS
Bethlehem College & Seminary,MN,BCS,BCS
Elmezzi Graduate School of Molecular Medicine,NY,EGSMM,EGSMM
Treasure Coast Technical College,FL,TCTC,TCTC
American College of Barbering,KY,ACB,ACB
Beth Medrash Meor Yitzchok,NY,BMMY,BMMY
Mingo Extended Learning Center,WV,MELC,MELC
San Ignacio University,FL,SIU,SIU
ZMS The Academy,CA,ZA,ZA
Valor Christian College,OH,VCC,VCC
Bethany Global University,MN,BGU,BGU
HVAC Technical Institute,IL,HTI,HTI
United International College,FL,UIC,UIC
San Francisco Film School,CA,SFFS,SFFS
Center for Ultrasound Research & Education,NY,CURE,CURE
Randolph Technical Center,WV,RTC,RTC
AMG School of Nursing,NY,ASN,ASN
Saint Michael College of Allied Health,DC,SMCAH,SMCAH
Sandra Academy of Salon Services,TN,SASS,SASS
California Barber and Beauty College,CA,CBBC,CBBC
Laredo CHI Academy Beauty School,TX,LCABS,LCABS
Florida International Training Institute,FL,FITI,FITI
Gould's Academy,TN,GA,GA
Aviation Institute of Maintenance-Fremont,CA,AIMF,AIMF
Paul Mitchell the School-Tulsa,OK,PMST,PMST
PPG Technical College,PR,PTC,PTC
Academy of Professional Cosmetology,AR,APC,APC
Empire Beauty School-Northlake,GA,EBSN,EBSN
Ross Medical Education Center-Huntsville,AL,RMECH,RMECH
Ross Medical Education Center-Knoxville,TN,RMECK,RMECK
Ross Medical Education Center-Muncie,IN,RMECM,RMECM
Cortiva Institute-Arlington,TX,CIA,CIA
Tulsa Welding School-Houston,TX,TWSH,TWSH
Pima Medical Institute-El Paso,TX,PMIEP,PMIEP
Pima Medical Institute-Phoenix,AZ,PMIP,PMIP
Kennesaw State University,GA,KSU,KSU
Entourage Institute of Beauty and Esthetics,NE,EIBE,EIBE
Milligan University,TN,MU,MU
Chamberlain University-Nevada,NV,CUN,CUN
Chamberlain University-Michigan,MI,CUM,CUM
Chamberlain University-New Jersey,NJ,CUNJ,CUNJ
The University of Tennessee Health Science Center,TN,UTHSC,UTHSC
Unitech Training Academy-New Orleans,LA,UTANO,UTANO
Wade Gordon Hairdressing Academy-Lubbock,TX,WGHAL,WGHAL
Emory University-Oxford College,GA,EUOC,EUOC
The Chicago School at Xavier University of Louisiana,LA,CSXUL,CSXUL
Southern Regional Technical College,GA,SRTC,SRTC
Texas College of Cosmetology-Lubbock,TX,TCCL,TCCL
Fortis College-Cuyahoga Falls,OH,FCCF,FCCF
Jones Technical Institute,FL,JTI,JTI
Texas State Technical College,TX,TSTC,TSTC
Aveda Institute Portland-Vancouver Campus,WA,AIPVC,AIPVC
Arizona College of Nursing-Las Vegas,NV,ACNLV,ACNLV
UEI College-Phoenix,AZ,UCP,UCP
The Institute of Beauty and Wellness Madison,WI,IBWM,IBWM
Husson University,ME,HU,HU
Tricoci University of Beauty Culture-Elgin,IL,TUBCE,TUBCE
Concorde Career College-Southaven,MS,CCCS,CCCS
Universal Technical Institute-Southern California,CA,UTISC,UTISC
Northwest University-Center for Online and Extended Education,WA,NUCOEE,NUCOEE
Celebrity Barber School,LA,CBS,CBS
California Institute of Advanced Management,CA,CIAM,CIAM
The Temple Annapolis-A Paul Mitchell Partner School,MD,TAPMPS,TAPMPS
Yeshiva Zichron Aryeh,NY,YZA,YZA
Butte County Regional Occupational Program,CA,BCROP,BCROP
Arclabs,SC,,Arclabs
Top of the Line Barber College,SC,TLBC,TLBC
Midfield Institute of Cosmetology,AL,MIC,MIC
Felbry College,OH,FC,FC
Kentucky Horseshoeing School,KY,KHS,KHS
Image Maker Beauty Institute,TN,IMBI,IMBI
Dalton Institute of Esthetics and Cosmetology,GA,DIEC,DIEC
CAAN Academy of Nursing,IL,CAN,CAN
Martinsburg College,WY,MC,MC
Alhambra Medical University,CA,AMU,AMU
Central Yeshiva Beth Joseph,NY,CYBJ,CYBJ
Garden State Science and Technology Institute,NJ,GSSTI,GSSTI
Barber Tech Academy,SC,BTA,BTA
Abraham Lincoln University,CA,ALU,ALU
Med College,FL,MC,MC
Sonoran Desert Institute,AZ,SDI,SDI
Northwest Suburban College,IL,NSC,NSC
Natural Images Beauty College,TX,NIBC,NIBC
Textures Institute of Cosmetology,IN,TIC,TIC
Williams Technical College,LA,WTC,WTC
Ea La Mar's Cosmetology & Barber College,MO,ELMCBC,ELMCBC
Regina Webb Academy,KY,RWA,RWA
DeHart Technical School,CA,DTS,DTS
Medical Career & Technical College,KY,MCTC,MCTC
Center for Neurosomatic Studies,FL,CNS,CNS
Focus Personal Training Institute,NY,FPTI,FPTI
Hair Academy School of Barbering & Beauty,DE,HASBB,HASBB
National Personal Training Institute,FL,NPTI,NPTI
Mission Beauty Institute,TX,MBI,MBI
Elim Bible College,NY,EBC,EBC
Beth Medrash of Asbury Park,NJ,BMAP,BMAP
Hope College of Arts and Sciences,FL,HCAS,HCAS
Yeshiva Gedolah Shaarei Shmuel,NJ,YGSS,YGSS
Premier Barber Institute,PA,PBI,PBI
International Beauty Education Center,WA,IBEC,IBEC
Claremont Lincoln University,CA,CLU,CLU
Phipps Academy of Barbering,IL,PAB,PAB
Hoss Lee Academy,CA,HLA,HLA
Indiana Wellness College,IN,IWC,IWC
Kenny's Academy of Barbering,IN,KAB,KAB
Seattle Film Institute,WA,SFI,SFI
Arkansas Colleges of Health Education,AR,ACHE,ACHE
Burrell College of Osteopathic Medicine,NM,BCOM,BCOM
California College of Music,CA,CCM,CCM
California Health Sciences University,CA,CHSU,CHSU
Christian Culinary Academy,OR,CCA,CCA
Glitz School of Cosmetology,NM,GSC,GSC
Indiana Wesleyan University-National & Global,IN,IWUNG,IWUNG
Northeast Lakeview College,TX,NLC,NLC
Paul Mitchell the School-Jessup,MD,PMSJ,PMSJ
John Patrick University of Health and Applied Sciences,IN,JPUHAS,JPUHAS
Teachers College of San Joaquin,CA,TCSJ,TCSJ
University of the People,CA,UP,UP
South Dade Technical College-South Dade Skills Center Campus,FL,SDTCSDSCC,SDTCSDSCC
Wongu University of Oriental Medicine,NV,WUOM,WUOM
Alabama School of Nail Technology & Cosmetology,AL,ASNTC,ASNTC
Tulsa Technology Center,OK,TTC,TTC
Ross Medical Education Center-Elyria,OH,RMECE,RMECE
Ross Medical Education Center-Lafayette,IN,RMECL,RMECL
Ross Medical Education Center-Midland,MI,RMECM,RMECM
Paul Mitchell the School-Clear Lake,TX,PMSCL,PMSCL
Paul Mitchell the School-Nampa,ID,PMSN,PMSN
Kenneth Shuler School of Cosmetology-Goose Creek,SC,KSSCGC,KSSCGC
Boca Beauty Academy-Parkland,FL,BBAP,BBAP
Caribbean Aviation Training Institute Inc,PR,CATII,CATII
The College of Health Care Professions-McAllen Campus,TX,CHCPMC,CHCPMC
Institute of Buddhist Studies,CA,IBS,IBS
Chamberlain University-North Carolina,NC,CUNC,CUNC
Chamberlain University-California,CA,CUC,CUC
Purdue University Global,IN,PUG,PUG
West Coast University-Center for Graduate Studies,CA,WCUCGS,WCUCGS
Carolina University,NC,CU,CU
National Personal Training Institute-Tampa,FL,NPTIT,NPTIT
California Prestige University,CA,CPU,CPU
HCI College,FL,HC,HC
America Evangelical University,CA,AEU,AEU
Gadsden Technical College,FL,GTC,GTC
Virginia University of Integrative Medicine,VA,VUIM,VUIM
Nashville Film Institute,TN,NFI,NFI
Westcliff University,CA,WU,WU
World Class Academy of Beauty Careers,FL,WCABC,WCABC
Sacramento Ultrasound Institute,CA,SUI,SUI
Regan Career Institute,CA,RCI,RCI
Bolivar Technical College,MO,BTC,BTC
MAK Beauty Institute,GA,MBI,MBI
Mobile Technical Training,NJ,MTT,MTT
American Barber and Beauty Academy,PA,ABBA,ABBA
Yeshiva Shaar Ephraim,NY,YSE,YSE
California Institute of Arts & Technology,CA,CIAT,CIAT
Elite Cosmetology Barber & Spa Academy,WA,ECBSA,ECBSA
Cutting Edge Academy,NJ,CEA,CEA
Yeshiva Bais Aharon,NJ,YBA,YBA
Mechon L'hoyroa,NY,ML,ML
Elyon College,NY,EC,EC
Western Michigan University Homer Stryker M.D. School of Medicine,MI,WMUHSMSM,WMUHSMSM
Harmony Health Care Institute,NH,HHCI,HHCI
American Beauty and Trade School,FL,ABTS,ABTS
Hogan Institute of Cosmetology and Esthetics,GA,HICE,HICE
J's Barber College,LA,JBC,JBC
Ann Webb Skin Institute,TX,AWSI,AWSI
Apex Academy Hair Skin Nails School of Cosmetology,OH,AAHSNSC,AAHSNSC
The Esthetic Institute,VA,EI,EI
Massage Institute of Memphis,TN,MIM,MIM
Metro Detroit Barber College,MI,MDBC,MDBC
Digital Media Institute,LA,DMI,DMI
Yeshiva Ohr Naftoli,NY,YON,YON
Bais Medrash Mayan Hatorah,NJ,BMMH,BMMH
Allgood Beauty Institute,TX,ABI,ABI
Ray J's College of Hair,LA,RJCH,RJCH
Manuel and Theresa's School of Hair Design,TX,MTSHD,MTSHD
Cincinnati School of Barbering & Hair Design,OH,CSBHD,CSBHD
L Makeup Institute,NV,LMI,LMI
Northern Technical College,AR,NTC,NTC
Maine Media College,ME,MMC,MMC
Purdue University Northwest,IN,PUN,PUN
Ross Medical Education Center-Portage,MI,RMECP,RMECP
Ross College-Canton,OH,RCC,RCC
Ross College-Grand Rapids North,MI,RCGRN,RCGRN
American Institute-Somerset,NJ,AIS,AIS
Platt College-Anaheim,CA,PCA,PCA
Advantage Career Institute,NJ,ACI,ACI
Bull City Durham Beauty and Barber College,NC,BCDBBC,BCDBBC
Fortis College-Cutler Bay,FL,FCCB,FCCB
Yeshiva Kollel Tifereth Elizer,NY,YKTE,YKTE
Strand Institute of Beauty & Esthetics,TX,SIBE,SIBE
Arkansas Welding Academy,AR,AWA,AWA
Unitech Training Academy-Baton Rouge,LA,UTABR,UTABR
Empire Beauty School-Tampa,FL,EBST,EBST
Empire Beauty School-Lakeland,FL,EBSL,EBSL
Galen College of Nursing-ARH,KY,GCNA,GCNA
The Chicago School at San Diego,CA,CSSD,CSSD
Commercial Divers International,AZ,CDI,CDI
Tricoci University of Beauty Culture-Janesville,WI,TUBCJ,TUBCJ
Unlimited Cosmetology School,MS,UCS,UCS
The Culinary School of Fort Worth,TX,CSFW,CSFW
Centralia Beauty College,WA,CBC,CBC
University of Wisconsin-Milwaukee Flex,WI,UWMF,UWMF
University of Wisconsin-Parkside Flex,WI,UWPF,UWPF
Miller-Motte College-STVT-Arlington,TX,MMCSA,MMCSA
Bnos Zion Of Bobov Seminary,NY,BZBS,BZBS
ABC Adult School,CA,AAS,AAS
Polytech Adult Education,DE,PAE,PAE
Union Bible College,IN,UBC,UBC
Pets Playground Grooming School,FL,PPGS,PPGS
San Bernardino Beauty College,CA,SBBC,SBBC
Christina and Company Education Center,IN,CCEC,CCEC
Institute of Medical Ultrasound,GA,IMU,IMU
Mystros Barber Academy,TX,MBA,MBA
European Medical School of Massage,PA,EMSM,EMSM
Yeshiva Gedolah Tiferes Boruch,NJ,YGTB,YGTB
Yeshiva Chemdas Hatorah,NJ,YCH,YCH
Women's Institute of Torah Seminary and College,MD,WITSC,WITSC
Yeshiva Gedolah Keren Hatorah,NJ,YGKH,YGKH
ICOHS College,CA,IC,IC
Neo-Esthetique European Institute,PR,NEEI,NEEI
Lehigh Valley Barber School,PA,LVBS,LVBS
International Barber College,AZ,IBC,IBC
Brown Beauty Barber School,AL,BBBS,BBBS
Rexburg College of Massage Therapy,ID,RCMT,RCMT
Yeshiva Gedolah of Cliffwood,NJ,YGC,YGC
UR Beauty & Barber Academy,FL,UBBA,UBBA
Urban Barber College,CA,UBC,UBC
Yeshivas Emek Hatorah,NJ,YEH,YEH
Transitions Career Institute School of Nursing,NY,TCISN,TCISN
Wilton Simpson Technical College,FL,WSTC,WSTC
Stacey James Institute,CO,SJI,SJI
Meridian University,CA,MU,MU
Seminary Bnos Chaim,NJ,SBC,SBC
Avenue Academy A Cosmetology Institute,NM,AACI,AACI
Salon Professional Academy of San Antonio,TX,SPASA,SPASA
Red Lake Nation College,MN,RLNC,RLNC
Princess Institute of Beauty,CA,PIB,PIB
Vogue International Academy,TX,VIA,VIA
Independent Training & Apprenticeship Program,CA,ITAP,ITAP
Victory Career College,CA,VCC,VCC
Winonah's International School of Cosmetology,AL,WISC,WISC
Yeshiva Gedola Tiferes Yerachmiel,NJ,YGTY,YGTY
Southeastern Esthetics Institute,SC,SEI,SEI
Caris College,IN,CC,CC
Contra Costa Medical Career College,CA,CCMCC,CCMCC
Another Level Barbering and Cosmetology School,VA,ALBCS,ALBCS
The Salon Professional Academy-Georgetown,TX,SPAG,SPAG
Elite Academy of Hair Design,OH,EAHD,EAHD
Americare Technical School,IL,ATS,ATS
Champion Christian College,AR,CCC,CCC
Chicago Professional Center,IL,CPC,CPC
DSDT,MI,,DSDT
Elite Beauty College,OK,EBC,EBC
GoodFellas Barber College,AR,GBC,GBC
Escondido Adult School,CA,EAS,EAS
Poway Adult School,CA,PAS,PAS
Vista Adult School,CA,VAS,VAS
No Grease Barber School,NC,NGBS,NGBS
Pima Medical Institute-San Marcos,CA,PMISM,PMISM
EDP University of Puerto Rico-Villalba,PR,EUPRV,EUPRV
KCK Beauty & Barber Academy,FL,KBBA,KBBA
California College of Barbering and Cosmetology,CA,CCBC,CCBC
Texas Tech University Health Scienes Center El Paso,TX,TTUHSCEP,TTUHSCEP
Ponce Health Sciences University-Centro Universitario de San Juan,PR,PHSUCUDSJ,PHSUCUDSJ
The College of Health Care Professions-South San Antonio,TX,CHCPSSA,CHCPSSA
Chamberlain University-Louisiana,LA,CUL,CUL
Drury University-College of Continuing Professional Studies,MO,DUCCPS,DUCCPS
Global Medical & Technical Training Institute,FL,GMTTI,GMTTI
Salon Success Academy-West Covina,CA,SSAWC,SSAWC
Indiana Institute of Technology-College of Professional Studies,IN,IITCPS,IITCPS
Universal Technical Institute-Bloomfield,NJ,UTIB,UTIB
Urban Academy of Beauty,NM,UAB,UAB
WellSpring School of Allied Health-Springfield,MO,WSAHS,WSAHS
Medical Career College of Northern California,CA,MCCNC,MCCNC
Premiere International College,FL,PIC,PIC
San Diego Global Knowledge University,CA,SDGKU,SDGKU
Global Tech College,OH,GTC,GTC
McAllen Careers Institute,TX,MCI,MCI
Bellasa Professional Institute,FL,BPI,BPI
Health and Technology Training Institute,PA,HTTI,HTTI
Yeshiva of Ocean,NY,YO,YO
Congregation Talmidei Mesivta Tiferes Shmiel Aleksander,NY,CTMTSA,CTMTSA
Pro Beauty Academy,NJ,PBA,PBA
South Eastern Beauty Academy,KY,SEBA,SEBA
Ohel Margulia Seminary,NY,OMS,OMS
Yeshivat Hechal Shemuel,NY,YHS,YHS
Professional University Dr. Carlos J. Borrero Rios,PR,PUDCJBR,PUDCJBR
American Institute of Healthcare & Technology,CT,AIHT,AIHT
Premier Academy of Cosmetology,OK,PAC,PAC
Yeshiva Gedolah of Woodlake Village,NJ,YGWV,YGWV
Yeshiva Gedola Tiferes Yaakov Yitzchok,NJ,YGTYY,YGTYY
Houston Barber School,TX,HBS,HBS
Health-Tech Institute of Memphis,TN,HTIM,HTIM
MIXED Institute of Cosmetology & Barber,CA,MICB,MICB
Vski Cosmetology School,SC,VCS,VCS
New York Seminary,NY,NYS,NYS
Deluxe Barber College,TX,DBC,DBC
Falcon Institute of Health and Science,PA,FIHS,FIHS
College Unbound,RI,CU,CU
A Better U Beauty Barber Academy,NM,BUBBA,BUBBA
SANS Technology Institute,MD,STI,STI
Tuana European Beauty Academy,CO,TEBA,TEBA
Idaho College of Osteopathic Medicine,ID,ICOM,ICOM
Cal Northern School of Law,CA,CNSL,CNSL
College of Athens,GA,CA,CA
Southern Careers Institute-Waco,TX,SCIW,SCIW
Ponce Health Sciences University-St Louis,MO,PHSUSL,PHSUSL
Lil Lou's Beauty and Barber College-Hammond,IN,LLBBCH,LLBBCH
Arizona College of Nursing-Dallas,TX,ACND,ACND
The Salon Professional Academy-Washington DC,DC,SPAWD,SPAWD
Valley College-Cleveland,OH,VCC,VCC
EDP University of Puerto Rico-Humacao,PR,EUPRH,EUPRH
EDP University of Puerto Rico-Manati,PR,EUPRM,EUPRM
UEI College-Sacramento,CA,UCS,UCS
Fortis Institute-Cookeville,TN,FIC,FIC
Derech Hachaim Seminary,NY,DHS,DHS
Evvaylois Academy School of Beauty,TX,EASB,EASB
Avenue Five Institute-South Austin Campus,TX,AFISAC,AFISAC
Sattler College,MA,SC,SC
Pima Medical Institute-San Antonio,TX,PMISA,PMISA
The Southwestern Baptist Theological Seminary,TX,SBTS,SBTS
Lotus Professional College,VA,LPC,LPC
Christ Mission College,TX,CMC,CMC
Esteem Academy of Beauty,UT,EAB,EAB
KC Beauty Academy,CA,KBA,KBA
Urshan University,MO,UU,UU
Texas Healthtech Institute,TX,THI,THI
Xtylo Beauty and Barber College,AZ,XBBC,XBBC
Tonsorial Arts Barber College,TX,TABC,TABC
Michael's Barber & Hair Stylist Academy,TX,MBHSA,MBHSA
Yeshiva Yesoda Hatorah Vetz Chaim,NY,YYHVC,YYHVC
North-West College-San Diego,CA,NWCSD,NWCSD
West Virginia Junior College-United Career Institute,PA,WVJCUCI,WVJCUCI
Aviation Institute of Maintenance-Charlotte,NC,AIMC,AIMC
Fortis College-Landover,MD,FCL,FCL
Stautzenberger College-Rockford Career College,IL,SCRCC,SCRCC
WellSpring School of Allied Health-Wichita,KS,WSAHW,WSAHW
Access Careers-Islandia,NY,ACI,ACI
Northern Pennsylvania Regional College,PA,NPRC,NPRC
Apex College of Veterinary Technology,CO,ACVT,ACVT
Meryma'at Barber College,OH,MBC,MBC
Western Maricopa Education Center,AZ,WMEC,WMEC
Bais Medrash of Dexter Park,NY,BMDP,BMDP
Makana Esthetics Wellness Academy,HI,MEWA,MEWA
Oak Valley College,CA,OVC,OVC
Paul Mitchell the School-San Jose,CA,PMSSJ,PMSSJ
Zion Massage College,UT,ZMC,ZMC
Marine Trades Institute,MI,MTI,MTI
Austin Career Institute LLC,TX,ACIL,ACIL
Pacific Northwest Christian College,WA,PNCC,PNCC
Hollywood Cultural College,CA,HCC,HCC
Mariano Moreno Culinary Institute,FL,MMCI,MMCI
Alder Graduate School of Education,CA,AGSE,AGSE
Webb's Barber School of Arts,GA,WBSA,WBSA
Adrian H. Wallace Barber Academy,FL,AHWBA,AHWBA
St. Louis Med Tech,MO,SLMT,SLMT
Total Beauty Institute,FL,TBI,TBI
Pearlands Innovative School of Beauty,TX,PISB,PISB
Durant Institute of Hair Design,OK,DIHD,DIHD
Premiere Aesthetics Institute,OR,PAI,PAI
California Indian Nations College,CA,CINC,CINC
Indian Bible College,AZ,IBC,IBC
Florida Professional Institute,FL,FPI,FPI
The Professional Cosmetology Academy,TX,PCA,PCA
Hackensack Meridian School of Medicine,NJ,HMSM,HMSM
Taylor Andrews Academy of Hair Design-Hair Lab Detroit Barber School,MI,TAAHDHLDBS,TAAHDHLDBS
Paul Mitchell the School-Fort Lauderdale,FL,PMSFL,PMSFL
PCI Academy-Iowa City,IA,PAIC,PAIC
Paul Mitchell the School-Provo,UT,PMSP,PMSP
Arizona College of Nursing-Tampa,FL,ACNT,ACNT
Arizona College of Nursing-Fort Lauderdale,FL,ACNFL,ACNFL
Arizona College of Nursing-Tucson,AZ,ACNT,ACNT
Arizona College of Nursing-Phoenix,AZ,ACNP,ACNP
Empire Beauty School-Newport News,VA,EBSNN,EBSNN
Tricoci University of Beauty Culture-Normal,IL,TUBCN,TUBCN
Paul Mitchell the School-Murfreesboro-Nashville,TN,PMSMN,PMSMN
Dorsey College-Woodhaven,MI,DCW,DCW
Pathways College,AZ,PC,PC
San Joaquin Valley College-Rancho Mirage,CA,SJVCRM,SJVCRM
San Joaquin Valley College-Santa Maria,CA,SJVCSM,SJVCSM
Advantage Technical College-Aguadilla,PR,ATCA,ATCA
California University of Science and Medicine,CA,CUSM,CUSM
Ruben's Five Star Academy,FL,RFSA,RFSA
Provo College-Idaho Falls Campus,ID,PCIFC,PCIFC
Eagle Gate College-Boise Campus,ID,EGCBC,EGCBC
Elite Welding Academy South Point,OH,EWASP,EWASP
Agape College of Business and Science,CA,ACBS,ACBS
Newlane University,UT,NU,NU
Zorganics Institute of Beauty and Wellness,WA,ZIBW,ZIBW
Daybreak University,CA,DU,DU
Motion Picture Institute,MI,MPI,MPI
The  Salon Professional Academy of Holland,MI,SPAH,SPAH
Dymond Designs Beauty School,MI,DDBS,DDBS
National Institute for Medical Assistant Advancement (NIMAA),CO,NIMAAN,NIMAAN
California Northstate University,CA,CNU,CNU
Antigua College International,FL,ACI,ACI
Burlington County Institute of Technology-Adult Education,NJ,BCITAE,BCITAE
Sri Sai Krish Institute,CA,SSKI,SSKI
Riggins Urban Barber College,CA,RUBC,RUBC
Hair Arts Institute,OK,HAI,HAI
Florida Academy of Nursing,FL,FAN,FAN
Body Wisdom Massage Therapy School,IA,BWMTS,BWMTS
CTK Healthcare & Career Institute,TX,CHCI,CHCI
Aesthetics Institute,MO,AI,AI
Sierra Academy of Style,NV,SAS,SAS
Institute of Allied Healthcare,TX,IAH,IAH
NewU University,DC,NU,NU
Branford Academy of Hair & Cosmetology-Bridgeport,CT,BAHCB,BAHCB
United Education Institute-Las Vegas,NV,UEILV,UEILV
UEI College-Mesa,AZ,UCM,UCM
Larry's Barber College-Joliet,IL,LBCJ,LBCJ
Herzing University-Tampa,FL,HUT,HUT
Galen Health Institutes-Miami Campus,FL,GHIMC,GHIMC
Abilene Christian University-Undergraduate Online,TX,ACUUO,ACUUO
Madera Community College,CA,MCC,MCC
Ogle School Hair Skin Nails-Willowbrook,TX,OSHSNW,OSHSNW
Galen Health Institutes-Austin Campus,TX,GHIAC,GHIAC
Galen Health Institutes-Nashville Campus,TN,GHINC,GHINC
Ohio Business College-Dayton-Driving Academy,OH,OBCDDA,OBCDDA
The Rapha School,PA,RS,RS
Academy of Allied Health Careers,TN,AAHC,AAHC
Mei Barber School,TX,MBS,MBS
Great Northern University,WA,GNU,GNU
Salon Professional Academy-Elevate Salon Institute,FL,SPAESI,SPAESI
Arizona College of Nursing-Salt Lake City,UT,ACNSLC,ACNSLC
Arizona College-Glendale,AZ,ACG,ACG
Universal Technical Institute-West Texas,TX,UTIWT,UTIWT
Avalon Institute-Las Vegas,NV,AILV,AILV
Medspa Academies-National Institute of Modern Aesthetics,NV,MANIMA,MANIMA
American Institute-Cherry Hill,NJ,AICH,AICH
Glendale Career College-North-West College-Bakersfield,CA,GCCNWCB,GCCNWCB
Barber Education Academy,TX,BEA,BEA
Legends Barber College,TX,LBC,LBC
Academia Medical Institute,OH,AMI,AMI
Barbers Trade School,TX,BTS,BTS
Top of the Line Barber School,TX,TLBS,TLBS
Bridges Christian College,LA,BCC,BCC
Kino College,AZ,KC,KC
Salon Professional Academy,NJ,SPA,SPA
Southern California College of Barber and Beauty,CA,SCCBB,SCCBB
Hello Gorgeous Barbers Stillwater's School of Barbering,OK,HGBSSB,HGBSSB
Jackson Theological Seminary,AR,JTS,JTS
Redeemers University North America,TX,RUNA,RUNA
Personal Touch Beauty and Barber College,SC,PTBBC,PTBBC
Reach University,CA,RU,RU
Technology Learning Center,MA,TLC,TLC
Hawaii Tokai International College,HI,HTIC,HTIC
Sweetwater Institute of Cosmetology,TN,SIC,SIC
Kansas Health Science University,KS,KHSU,KHSU
Academy for Jewish Religion,NY,AJR,AJR
American College of Healthcare and Technology-Santa Ana,CA,ACHTSA,ACHTSA
Aviation Institute of Maintenance-Chicago,IL,AIMC,AIMC
Evangel University-College of Online Learning,MO,EUCOL,EUCOL
Marian University-Ancilla,IN,MUA,MUA
Spa Tech Institute-North Andover,MA,STINA,STINA
Aveda Arts & Sciences Institute Lafayette-Arlington,VA,AASILA,AASILA
Concorde Career College-Broadway,MO,CCCB,CCCB
United Education Institute-Stone Mountain,GA,UEISM,UEISM
UEI College-Tacoma,WA,UCT,UCT
Montgomery Beauty School-Baltimore Beauty & Barber School,MD,MBSBBBS,MBSBBBS
Commonwealth of Puerto Rico Department of Education-PRAMI,PR,CPRDEP,CPRDEP
Universal Technical Institute-South Florida Miramar,FL,UTISFM,UTISFM
Arizona College of Nursing-Southfield,MI,ACNS,ACNS
Galen Health Institutes-Sarasota,FL,GHIS,GHIS
Galen Health Institutes-Gainesville,FL,GHIG,GHIG
Galen Health Institutes-Richmond,VA,GHIR,GHIR
Galen Health Institutes-Myrtle Beach,SC,GHIMB,GHIMB
Galen Health Institutes-Asheville,NC,GHIA,GHIA
Larkin University,FL,LU,LU
The Salon Professional Academy Maplewood,MN,SPAM,SPAM
San Francisco School of Massage & Bodywork,CA,SFSMB,SFSMB
Chancellor Institute,FL,CI,CI
Studio 75 Hair Academy,TN,SHA,SHA
Boone Career and Technical Center,WV,BCTC,BCTC
Edge Academy of Beauty,KY,EAB,EAB
Premier Barber School,TX,PBS,PBS
Arizona College of Nursing-Falls Church,VA,ACNFC,ACNFC
Arizona College of Nursing-Ontario,CA,ACNO,ACNO
Galen Health Institutes-Houston,TX,GHIH,GHIH
Galen Health Institutes-Pikeville,KY,GHIP,GHIP
Commonwealth University of Pennsylvania,PA,CUP,CUP
Pennsylvania Western University,PA,PWU,PWU
Justice University,AZ,JU,JU
I M Beauty School,IL,IMBS,IMBS
Aveda Institute Montana,MT,AIM,AIM
Lehigh Career & Technical Institute,PA,LCTI,LCTI
CalCopa Massage School,CA,CMS,CMS
Medical Solutions Academy,VA,MSA,MSA
Sami Halaseh Institute,KS,SHI,SHI
Beaver Beauty Academy,GA,BBA,BBA
Upper Kutz Barber & Style College,MS,UKBSC,UKBSC
All In The Wrist Barber Academy,DE,AWBA,AWBA
Yeshiva of Kasho,NY,YK,YK
Cutting Edge Barber Academy,PA,CEBA,CEBA
JT's Cuts Academy,FL,JCA,JCA
The Nurse Academy,CA,NA,NA
Heartland Welding Academy,KS,HWA,HWA
Jazz Barber and Hairstyling Academy,VA,JBHA,JBHA
Renaissance Beauty Academy,MO,RBA,RBA
Central Valley Barber College,CA,CVBC,CVBC
One Stop Academy,NC,OSA,OSA
East Texas Cosmetology College,TX,ETCC,ETCC
Yeshivas Sanz Klauzenburg,NY,YSK,YSK
URBE University,FL,UU,UU
Art22 Academy,IN,AA,AA
Champ's Barber School-Lebanon,PA,CBSL,CBSL
Collectiv Hair Dressing Academy-Collectiv Academy-Dallas,TX,CHDACAD,CHDACAD
Homestead Schools-Costa Mesa,CA,HSCM,HSCM
Herzing University-Nashville,TN,HUN,HUN
College of Biomedical Equipment Technology,TX,CBET,CBET
Dorsey College-Grand Rapids,MI,DCGR,DCGR
Baltimore Beauty & Barber School II,MD,BBBSI,BBBSI
Galen Health Institutes-Dallas,TX,GHID,GHID
Galen Health Institutes-Roanoke,VA,GHIR,GHIR
Galen Health Institutes-Wichita,KS,GHIW,GHIW
Galen Health Institutes-Salt Lake City,UT,GHISLC,GHISLC
Aveda Institute Tucson-Avondale,AZ,AITA,AITA
Premiere Aesthetics Institute-Meridian,ID,PAIM,PAIM
Arizona College of Nursing-Sarasota,FL,ACNS,ACNS
Arizona College of Nursing-Aurora,CO,ACNA,ACNA
Arizona College of Nursing-Cincinnati,OH,ACNC,ACNC
Arizona College of Nursing-Cleveland,OH,ACNC,ACNC
Glendale Career College-North-West College-MFSON,CA,GCCNWCM,GCCNWCM
Denver College of Nursing-Houston,TX,DCNH,DCNH
Gwinnett Institute,FL,GI,GI
Townsend Barber Institute,MN,TBI,TBI
Puerto Rico Advance Institute,PR,PRAI,PRAI
Austin Medical Assistant Training,NY,AMAT,AMAT
Albany Beauty Academy,GA,ABA,ABA
Wade Gordon Hairdressing Academy-Oklahoma,OK,WGHAO,WGHAO
EDP University of Puerto Rico-Caguas,PR,EUPRC,EUPRC
Aviation Institute of Maintenance-Phoenix,AZ,AIMP,AIMP
